LngtClass,Year
615,01/01/2016
620,01/01/2016
635,01/01/2016
315,01/01/2016
350,01/01/2016
370,01/01/2016
400,01/01/2016
430,01/01/2016
435,01/01/2016
525,01/01/2016
2600,01/01/2016
3900,01/01/2016
4000,01/01/2016
4500,01/01/2016
5000,01/01/2016
5400,01/01/2016
2300,01/01/2016
2700,01/01/2016
2400,01/01/2016
2300,01/01/2016
2600,01/01/2016
2800,01/01/2016
6300,01/01/2016
6500,01/01/2016
2900,01/01/2016
3300,01/01/2016
4400,01/01/2016
6700,01/01/2016
3700,01/01/2016
4200,01/01/2016
4300,01/01/2016
4500,01/01/2016
5000,01/01/2016
5200,01/01/2016
5700,01/01/2016
3700,01/01/2016
3800,01/01/2016
3900,01/01/2016
4100,01/01/2016
4400,01/01/2016
4600,01/01/2016
4900,01/01/2016
5200,01/01/2016
5500,01/01/2016
5900,01/01/2016
6000,01/01/2016
6200,01/01/2016
3500,01/01/2016
3600,01/01/2016
3800,01/01/2016
3900,01/01/2016
4200,01/01/2016
4400,01/01/2016
9100,01/01/2016
5100,01/01/2016
5200,01/01/2016
5400,01/01/2016
5600,01/01/2016
5800,01/01/2016
6100,01/01/2016
4500,01/01/2016
4600,01/01/2016
4700,01/01/2016
4800,01/01/2016
4900,01/01/2016
5000,01/01/2016
2200,01/01/2016
2500,01/01/2016
2600,01/01/2016
2700,01/01/2016
2800,01/01/2016
2900,01/01/2016
3200,01/01/2016
5500,01/01/2016
2200,01/01/2016
2700,01/01/2016
2800,01/01/2016
2900,01/01/2016
3100,01/01/2016
4900,01/01/2016
2600,01/01/2016
2700,01/01/2016
2900,01/01/2016
4000,01/01/2016
4100,01/01/2016
2900,01/01/2016
3000,01/01/2016
2800,01/01/2016
4300,01/01/2016
2900,01/01/2016
4100,01/01/2016
4400,01/01/2016
4600,01/01/2016
4900,01/01/2016
5600,01/01/2016
5800,01/01/2016
6200,01/01/2016
6800,01/01/2016
6900,01/01/2016
2700,01/01/2016
2800,01/01/2016
4800,01/01/2016
4900,01/01/2016
5400,01/01/2016
6400,01/01/2016
2200,01/01/2016
2400,01/01/2016
2700,01/01/2016
2800,01/01/2016
2900,01/01/2016
2300,01/01/2016
2600,01/01/2016
2800,01/01/2016
3000,01/01/2016
3200,01/01/2016
2800,01/01/2016
2900,01/01/2016
3000,01/01/2016
3200,01/01/2016
3500,01/01/2016
3600,01/01/2016
4400,01/01/2016
8000,01/01/2016
2900,01/01/2016
3100,01/01/2016
2600,01/01/2016
3900,01/01/2016
6000,01/01/2016
4200,01/01/2016
1300,01/01/2016
3100,01/01/2016
3200,01/01/2016
3400,01/01/2016
4000,01/01/2016
4300,01/01/2016
6000,01/01/2016
6100,01/01/2016
3900,01/01/2016
5200,01/01/2016
6100,01/01/2016
2800,01/01/2016
4400,01/01/2016
6100,01/01/2016
3200,01/01/2016
4700,01/01/2016
4900,01/01/2016
5700,01/01/2016
6200,01/01/2016
1100,01/01/2016
6100,01/01/2016
4000,01/01/2016
5100,01/01/2016
6000,01/01/2016
6200,01/01/2016
6300,01/01/2016
6500,01/01/2016
4400,01/01/2016
4700,01/01/2016
6300,01/01/2016
4800,01/01/2016
6800,01/01/2016
6900,01/01/2016
7300,01/01/2016
4300,01/01/2016
5300,01/01/2016
3500,01/01/2016
3700,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
2300,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
5300,01/01/2016
1600,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
3000,01/01/2016
3900,01/01/2016
1500,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
3100,01/01/2016
7500,01/01/2016
1700,01/01/2016
3300,01/01/2016
4600,01/01/2016
3300,01/01/2016
4000,01/01/2016
3500,01/01/2016
3700,01/01/2016
3900,01/01/2016
4100,01/01/2016
4200,01/01/2016
4300,01/01/2016
4500,01/01/2016
3300,01/01/2016
3600,01/01/2016
3700,01/01/2016
4000,01/01/2016
4200,01/01/2016
4700,01/01/2016
4700,01/01/2016
6500,01/01/2016
6900,01/01/2016
4000,01/01/2016
3200,01/01/2016
3300,01/01/2016
4700,01/01/2016
4900,01/01/2016
4500,01/01/2016
1900,01/01/2016
4300,01/01/2016
4400,01/01/2016
2100,01/01/2016
5400,01/01/2016
4400,01/01/2016
5300,01/01/2016
4600,01/01/2016
4900,01/01/2016
2900,01/01/2016
3300,01/01/2016
3600,01/01/2016
3900,01/01/2016
4500,01/01/2016
3400,01/01/2016
4300,01/01/2016
4700,01/01/2016
4000,01/01/2016
4600,01/01/2016
5000,01/01/2016
5200,01/01/2016
4400,01/01/2016
4500,01/01/2016
4600,01/01/2016
4700,01/01/2016
5000,01/01/2016
5200,01/01/2016
5300,01/01/2016
6400,01/01/2016
1700,01/01/2016
3800,01/01/2016
1600,01/01/2016
1800,01/01/2016
4600,01/01/2016
5200,01/01/2016
4500,01/01/2016
2300,01/01/2016
4600,01/01/2016
5300,01/01/2016
5900,01/01/2016
4600,01/01/2016
5300,01/01/2016
6900,01/01/2016
6100,01/01/2016
6600,01/01/2016
1800,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2000,01/01/2016
2100,01/01/2016
2300,01/01/2016
2400,01/01/2016
2500,01/01/2016
2700,01/01/2016
3700,01/01/2016
4300,01/01/2016
4500,01/01/2016
5300,01/01/2016
1800,01/01/2016
4300,01/01/2016
4500,01/01/2016
4800,01/01/2016
5000,01/01/2016
6300,01/01/2016
3200,01/01/2016
3400,01/01/2016
3700,01/01/2016
3900,01/01/2016
3500,01/01/2016
3800,01/01/2016
4600,01/01/2016
4800,01/01/2016
3400,01/01/2016
3500,01/01/2016
3600,01/01/2016
3700,01/01/2016
4000,01/01/2016
3100,01/01/2016
3400,01/01/2016
3600,01/01/2016
3900,01/01/2016
4300,01/01/2016
5200,01/01/2016
1400,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2500,01/01/2016
2600,01/01/2016
2700,01/01/2016
2800,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2500,01/01/2016
2600,01/01/2016
2800,01/01/2016
3600,01/01/2016
5000,01/01/2016
5100,01/01/2016
3600,01/01/2016
8200,01/01/2016
8600,01/01/2016
2300,01/01/2016
3100,01/01/2016
2000,01/01/2016
2200,01/01/2016
2500,01/01/2016
1500,01/01/2016
1600,01/01/2016
1700,01/01/2016
1800,01/01/2016
1900,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2500,01/01/2016
4000,01/01/2016
1800,01/01/2016
2000,01/01/2016
2100,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2600,01/01/2016
3000,01/01/2016
3700,01/01/2016
82,01/01/2016
53,01/01/2016
56,01/01/2016
75,01/01/2016
76,01/01/2016
93,01/01/2016
415,01/01/2016
490,01/01/2016
295,01/01/2016
305,01/01/2016
645,01/01/2016
275,01/01/2016
285,01/01/2016
385,01/01/2016
405,01/01/2016
415,01/01/2016
445,01/01/2016
480,01/01/2016
500,01/01/2016
505,01/01/2016
545,01/01/2016
550,01/01/2016
575,01/01/2016
570,01/01/2016
355,01/01/2016
525,01/01/2016
570,01/01/2016
605,01/01/2016
755,01/01/2016
255,01/01/2016
405,01/01/2016
510,01/01/2016
570,01/01/2016
600,01/01/2016
665,01/01/2016
705,01/01/2016
270,01/01/2016
385,01/01/2016
440,01/01/2016
660,01/01/2016
690,01/01/2016
285,01/01/2016
405,01/01/2016
485,01/01/2016
500,01/01/2016
680,01/01/2016
295,01/01/2016
555,01/01/2016
680,01/01/2016
715,01/01/2016
530,01/01/2016
135,01/01/2016
285,01/01/2016
380,01/01/2016
410,01/01/2016
415,01/01/2016
425,01/01/2016
550,01/01/2016
565,01/01/2016
580,01/01/2016
585,01/01/2016
590,01/01/2016
715,01/01/2016
440,01/01/2016
470,01/01/2016
480,01/01/2016
505,01/01/2016
515,01/01/2016
540,01/01/2016
220,01/01/2016
265,01/01/2016
300,01/01/2016
425,01/01/2016
440,01/01/2016
455,01/01/2016
485,01/01/2016
710,01/01/2016
120,01/01/2016
140,01/01/2016
270,01/01/2016
315,01/01/2016
325,01/01/2016
355,01/01/2016
370,01/01/2016
420,01/01/2016
430,01/01/2016
450,01/01/2016
515,01/01/2016
105,01/01/2016
115,01/01/2016
125,01/01/2016
135,01/01/2016
140,01/01/2016
145,01/01/2016
295,01/01/2016
370,01/01/2016
550,01/01/2016
245,01/01/2016
250,01/01/2016
255,01/01/2016
275,01/01/2016
285,01/01/2016
290,01/01/2016
160,01/01/2016
195,01/01/2016
205,01/01/2016
210,01/01/2016
225,01/01/2016
235,01/01/2016
25,01/01/2016
28,01/01/2016
31,01/01/2016
34,01/01/2016
35,01/01/2016
38,01/01/2016
54,01/01/2016
40,01/01/2016
41,01/01/2016
43,01/01/2016
44,01/01/2016
47,01/01/2016
51,01/01/2016
24,01/01/2016
27,01/01/2016
30,01/01/2016
31,01/01/2016
32,01/01/2016
33,01/01/2016
50,01/01/2016
51,01/01/2016
69,01/01/2016
36,01/01/2016
38,01/01/2016
41,01/01/2016
43,01/01/2016
46,01/01/2016
48,01/01/2016
3700,01/01/2016
4700,01/01/2016
5300,01/01/2016
6800,01/01/2016
3800,01/01/2016
5000,01/01/2016
5400,01/01/2016
2400,01/01/2016
4800,01/01/2016
3900,01/01/2016
4600,01/01/2016
3000,01/01/2016
4100,01/01/2016
5200,01/01/2016
5700,01/01/2016
3400,01/01/2016
3500,01/01/2016
3600,01/01/2016
3800,01/01/2016
4100,01/01/2016
4200,01/01/2016
4300,01/01/2016
4500,01/01/2016
4700,01/01/2016
6400,01/01/2016
7100,01/01/2016
2900,01/01/2016
3000,01/01/2016
3400,01/01/2016
3900,01/01/2016
4200,01/01/2016
5500,01/01/2016
6300,01/01/2016
8800,01/01/2016
2400,01/01/2016
5600,01/01/2016
330,01/01/2016
6700,01/01/2016
6900,01/01/2016
8000,01/01/2016
3000,01/01/2016
6500,01/01/2016
2400,01/01/2016
2900,01/01/2016
4100,01/01/2016
2300,01/01/2016
2500,01/01/2016
2200,01/01/2016
2400,01/01/2016
2800,01/01/2016
4300,01/01/2016
3400,01/01/2016
3600,01/01/2016
3700,01/01/2016
3800,01/01/2016
2200,01/01/2016
2300,01/01/2016
2400,01/01/2016
2500,01/01/2016
2600,01/01/2016
2800,01/01/2016
3300,01/01/2016
3400,01/01/2016
3600,01/01/2016
3800,01/01/2016
5100,01/01/2016
4400,01/01/2016
3900,01/01/2016
4200,01/01/2016
4600,01/01/2016
4300,01/01/2016
4700,01/01/2016
5700,01/01/2016
6100,01/01/2016
7400,01/01/2016
2400,01/01/2016
3700,01/01/2016
5400,01/01/2016
30,01/01/2016
31,01/01/2016
32,01/01/2016
22,01/01/2016
29,01/01/2016
30,01/01/2016
27,01/01/2016
26,01/01/2016
52,01/01/2016
280,01/01/2017
290,01/01/2017
295,01/01/2017
300,01/01/2017
305,01/01/2017
310,01/01/2017
290,01/01/2017
380,01/01/2017
465,01/01/2017
480,01/01/2017
510,01/01/2017
520,01/01/2017
540,01/01/2017
645,01/01/2017
740,01/01/2017
295,01/01/2017
255,01/01/2017
41,01/01/2017
125,01/01/2017
2200,01/01/2017
4200,01/01/2017
3200,01/01/2017
3400,01/01/2017
2800,01/01/2017
3100,01/01/2017
2100,01/01/2017
2400,01/01/2017
7800,01/01/2017
5900,01/01/2017
1900,01/01/2017
4100,01/01/2017
1700,01/01/2017
1900,01/01/2017
2200,01/01/2017
3100,01/01/2017
4300,01/01/2017
4600,01/01/2017
5200,01/01/2017
5600,01/01/2017
1300,01/01/2017
4000,01/01/2017
5500,01/01/2017
2400,01/01/2017
2700,01/01/2017
2900,01/01/2017
3100,01/01/2017
3800,01/01/2017
3000,01/01/2017
5700,01/01/2017
6100,01/01/2017
1300,01/01/2017
4400,01/01/2017
2300,01/01/2017
2500,01/01/2017
2500,01/01/2017
4500,01/01/2017
2500,01/01/2017
2700,01/01/2017
2000,01/01/2017
2400,01/01/2017
2600,01/01/2017
4400,01/01/2017
4500,01/01/2017
2300,01/01/2017
2700,01/01/2017
4100,01/01/2017
2400,01/01/2017
2500,01/01/2017
2600,01/01/2017
3000,01/01/2017
3900,01/01/2017
3100,01/01/2017
2400,01/01/2017
2500,01/01/2017
2500,01/01/2017
2900,01/01/2017
3300,01/01/2017
3400,01/01/2017
5600,01/01/2017
6300,01/01/2017
3600,01/01/2017
3700,01/01/2017
3900,01/01/2017
4400,01/01/2017
4700,01/01/2017
5200,01/01/2017
2400,01/01/2017
3200,01/01/2017
3300,01/01/2017
3400,01/01/2017
3500,01/01/2017
3600,01/01/2017
5800,01/01/2017
5900,01/01/2017
6000,01/01/2017
6700,01/01/2017
6900,01/01/2017
4500,01/01/2017
4600,01/01/2017
4700,01/01/2017
4900,01/01/2017
5300,01/01/2017
5600,01/01/2017
2100,01/01/2017
2200,01/01/2017
2300,01/01/2017
2200,01/01/2017
2300,01/01/2017
2800,01/01/2017
4200,01/01/2017
2300,01/01/2017
2400,01/01/2017
2600,01/01/2017
2800,01/01/2017
3300,01/01/2017
3600,01/01/2017
4600,01/01/2017
5400,01/01/2017
5600,01/01/2017
2400,01/01/2017
2500,01/01/2017
2900,01/01/2017
3300,01/01/2017
3700,01/01/2017
4200,01/01/2017
4400,01/01/2017
6200,01/01/2017
3800,01/01/2017
4900,01/01/2017
2000,01/01/2017
2100,01/01/2017
2200,01/01/2017
3000,01/01/2017
3600,01/01/2017
3800,01/01/2017
3900,01/01/2017
4700,01/01/2017
4800,01/01/2017
1900,01/01/2017
2100,01/01/2017
2300,01/01/2017
2900,01/01/2017
3500,01/01/2017
4600,01/01/2017
5000,01/01/2017
6000,01/01/2017
4500,01/01/2017
5800,01/01/2017
5900,01/01/2017
4700,01/01/2017
5000,01/01/2017
6000,01/01/2017
6600,01/01/2017
2100,01/01/2017
2500,01/01/2017
2800,01/01/2017
3000,01/01/2017
3100,01/01/2017
3300,01/01/2017
5700,01/01/2017
6400,01/01/2017
3400,01/01/2017
3500,01/01/2017
3600,01/01/2017
3900,01/01/2017
4100,01/01/2017
4900,01/01/2017
2500,01/01/2017
3000,01/01/2017
3100,01/01/2017
3200,01/01/2017
3300,01/01/2017
3700,01/01/2017
3200,01/01/2017
6300,01/01/2017
6700,01/01/2017
4100,01/01/2017
5400,01/01/2017
6000,01/01/2017
6800,01/01/2017
2000,01/01/2017
2100,01/01/2017
2700,01/01/2017
3400,01/01/2017
3700,01/01/2017
3800,01/01/2017
3900,01/01/2017
4300,01/01/2017
4400,01/01/2017
2100,01/01/2017
2200,01/01/2017
3200,01/01/2017
3500,01/01/2017
4500,01/01/2017
5300,01/01/2017
3200,01/01/2017
3300,01/01/2017
3500,01/01/2017
3600,01/01/2017
4600,01/01/2017
2300,01/01/2017
2400,01/01/2017
2600,01/01/2017
2900,01/01/2017
2300,01/01/2017
2400,01/01/2017
6300,01/01/2017
3800,01/01/2017
2200,01/01/2017
3000,01/01/2017
3100,01/01/2017
4100,01/01/2017
4300,01/01/2017
5300,01/01/2017
3300,01/01/2017
4900,01/01/2017
2600,01/01/2017
4100,01/01/2017
4900,01/01/2017
1900,01/01/2017
2400,01/01/2017
1300,01/01/2017
2100,01/01/2017
1700,01/01/2017
1800,01/01/2017
2000,01/01/2017
2100,01/01/2017
2200,01/01/2017
2500,01/01/2017
2600,01/01/2017
2800,01/01/2017
1700,01/01/2017
1900,01/01/2017
2800,01/01/2017
2800,01/01/2017
65,01/01/2017
74,01/01/2017
3400,01/01/2017
3500,01/01/2017
3700,01/01/2017
3800,01/01/2017
4200,01/01/2017
4300,01/01/2017
4400,01/01/2017
3600,01/01/2017
3800,01/01/2017
4300,01/01/2017
4900,01/01/2017
5100,01/01/2017
6200,01/01/2017
565,01/01/2017
135,01/01/2017
140,01/01/2017
145,01/01/2017
150,01/01/2017
155,01/01/2017
170,01/01/2017
320,01/01/2017
335,01/01/2017
360,01/01/2017
400,01/01/2017
420,01/01/2017
255,01/01/2017
265,01/01/2017
280,01/01/2017
305,01/01/2017
380,01/01/2017
395,01/01/2017
410,01/01/2017
500,01/01/2017
630,01/01/2017
685,01/01/2017
245,01/01/2017
265,01/01/2017
305,01/01/2017
315,01/01/2017
355,01/01/2017
360,01/01/2017
370,01/01/2017
375,01/01/2017
395,01/01/2017
435,01/01/2017
460,01/01/2017
230,01/01/2017
245,01/01/2017
255,01/01/2017
260,01/01/2017
285,01/01/2017
290,01/01/2017
295,01/01/2017
305,01/01/2017
310,01/01/2017
315,01/01/2017
650,01/01/2017
340,01/01/2017
385,01/01/2017
530,01/01/2017
4000,01/01/2017
6900,01/01/2017
2500,01/01/2017
4600,01/01/2017
5400,01/01/2017
4000,01/01/2017
1900,01/01/2017
2300,01/01/2017
2700,01/01/2017
2800,01/01/2017
3200,01/01/2017
4900,01/01/2017
5500,01/01/2017
5600,01/01/2017
5900,01/01/2017
3700,01/01/2017
3800,01/01/2017
4100,01/01/2017
3600,01/01/2017
3700,01/01/2017
3800,01/01/2017
3900,01/01/2017
4000,01/01/2017
400,01/01/2017
410,01/01/2017
335,01/01/2017
630,01/01/2017
675,01/01/2017
720,01/01/2017
750,01/01/2017
555,01/01/2017
565,01/01/2017
580,01/01/2017
595,01/01/2017
605,01/01/2017
615,01/01/2017
480,01/01/2017
490,01/01/2017
510,01/01/2017
520,01/01/2017
535,01/01/2017
545,01/01/2017
395,01/01/2017
400,01/01/2017
405,01/01/2017
415,01/01/2017
465,01/01/2017
475,01/01/2017
430,01/01/2017
485,01/01/2017
490,01/01/2017
535,01/01/2017
720,01/01/2017
740,01/01/2017
110,01/01/2017
115,01/01/2017
125,01/01/2017
315,01/01/2017
470,01/01/2017
490,01/01/2017
690,01/01/2017
700,01/01/2017
720,01/01/2017
725,01/01/2017
735,01/01/2017
750,01/01/2017
635,01/01/2017
640,01/01/2017
655,01/01/2017
660,01/01/2017
675,01/01/2017
680,01/01/2017
535,01/01/2017
555,01/01/2017
560,01/01/2017
590,01/01/2017
605,01/01/2017
615,01/01/2017
215,01/01/2017
220,01/01/2017
250,01/01/2017
280,01/01/2017
285,01/01/2017
290,01/01/2017
580,01/01/2017
585,01/01/2017
665,01/01/2017
400,01/01/2017
430,01/01/2017
435,01/01/2017
490,01/01/2017
495,01/01/2017
555,01/01/2017
300,01/01/2017
315,01/01/2017
335,01/01/2017
345,01/01/2017
370,01/01/2017
395,01/01/2017
370,01/01/2017
245,01/01/2017
300,01/01/2017
405,01/01/2017
410,01/01/2017
430,01/01/2017
505,01/01/2017
555,01/01/2017
595,01/01/2017
625,01/01/2017
365,01/01/2017
1800,01/01/2017
3500,01/01/2017
3600,01/01/2017
2000,01/01/2017
2100,01/01/2017
4100,01/01/2017
1900,01/01/2017
2100,01/01/2017
2300,01/01/2017
3400,01/01/2017
4500,01/01/2017
4500,01/01/2017
5200,01/01/2017
1800,01/01/2017
3900,01/01/2017
3400,01/01/2017
3200,01/01/2017
3300,01/01/2017
4300,01/01/2017
5500,01/01/2017
1900,01/01/2017
5800,01/01/2017
7700,01/01/2017
4600,01/01/2017
6300,01/01/2017
4900,01/01/2017
4800,01/01/2017
6400,01/01/2017
6400,01/01/2017
5100,01/01/2017
6600,01/01/2017
8800,01/01/2017
5600,01/01/2017
7300,01/01/2017
4700,01/01/2017
6700,01/01/2017
2700,01/01/2017
4200,01/01/2017
4800,01/01/2017
5200,01/01/2017
5300,01/01/2017
2400,01/01/2017
2800,01/01/2017
4000,01/01/2017
4900,01/01/2017
5100,01/01/2017
6300,01/01/2017
4400,01/01/2017
4500,01/01/2017
4100,01/01/2017
5500,01/01/2017
6400,01/01/2017
6900,01/01/2017
7000,01/01/2017
4300,01/01/2017
5100,01/01/2017
5600,01/01/2017
5800,01/01/2017
6600,01/01/2017
7000,01/01/2017
7100,01/01/2017
3800,01/01/2017
4400,01/01/2017
4600,01/01/2017
7700,01/01/2017
3700,01/01/2017
6400,01/01/2017
3100,01/01/2017
3500,01/01/2017
4600,01/01/2017
3900,01/01/2017
4300,01/01/2017
7400,01/01/2017
4200,01/01/2017
5700,01/01/2017
6400,01/01/2017
3500,01/01/2017
3800,01/01/2017
4400,01/01/2017
4600,01/01/2017
5400,01/01/2017
5600,01/01/2017
4000,01/01/2017
2400,01/01/2017
3800,01/01/2017
5300,01/01/2017
6600,01/01/2017
7200,01/01/2017
2300,01/01/2017
2600,01/01/2017
2700,01/01/2017
3300,01/01/2017
4400,01/01/2017
4100,01/01/2017
2500,01/01/2017
3800,01/01/2017
4100,01/01/2017
4000,01/01/2017
4300,01/01/2017
4400,01/01/2017
5400,01/01/2017
2300,01/01/2017
2600,01/01/2017
4300,01/01/2017
6500,01/01/2017
6600,01/01/2017
6700,01/01/2017
5500,01/01/2017
5700,01/01/2017
5800,01/01/2017
6000,01/01/2017
6100,01/01/2017
6200,01/01/2017
3400,01/01/2017
3500,01/01/2017
3700,01/01/2017
4300,01/01/2017
4400,01/01/2017
4500,01/01/2017
6700,01/01/2017
7300,01/01/2017
4600,01/01/2017
4800,01/01/2017
4900,01/01/2017
5100,01/01/2017
5200,01/01/2017
5300,01/01/2017
3600,01/01/2017
3900,01/01/2017
4200,01/01/2017
4300,01/01/2017
4800,01/01/2017
5200,01/01/2017
6300,01/01/2017
6500,01/01/2017
1300,01/01/2017
6700,01/01/2017
4000,01/01/2017
7400,01/01/2017
2000,01/01/2017
2100,01/01/2017
2200,01/01/2017
2300,01/01/2017
2400,01/01/2017
1800,01/01/2017
2200,01/01/2017
2300,01/01/2017
2400,01/01/2017
2500,01/01/2017
2600,01/01/2017
5000,01/01/2017
1200,01/01/2017
3000,01/01/2017
3800,01/01/2017
4000,01/01/2017
4100,01/01/2017
4200,01/01/2017
2400,01/01/2017
2500,01/01/2017
2900,01/01/2017
3100,01/01/2017
4400,01/01/2017
4500,01/01/2017
6200,01/01/2017
6400,01/01/2017
3200,01/01/2017
3600,01/01/2017
1900,01/01/2017
2000,01/01/2017
2100,01/01/2017
2200,01/01/2017
2300,01/01/2017
2400,01/01/2017
3700,01/01/2017
3900,01/01/2017
4100,01/01/2017
5700,01/01/2017
2500,01/01/2017
3000,01/01/2017
3200,01/01/2017
3300,01/01/2017
3500,01/01/2017
3600,01/01/2017
1900,01/01/2017
2000,01/01/2017
2100,01/01/2017
2200,01/01/2017
2300,01/01/2017
2400,01/01/2017
3300,01/01/2017
3400,01/01/2017
3600,01/01/2017
3900,01/01/2017
4100,01/01/2017
6400,01/01/2017
2500,01/01/2017
2600,01/01/2017
2700,01/01/2017
3000,01/01/2017
3100,01/01/2017
3200,01/01/2017
3400,01/01/2017
7900,01/01/2017
3300,01/01/2017
3400,01/01/2017
3500,01/01/2017
3700,01/01/2017
3800,01/01/2017
4600,01/01/2017
5900,01/01/2017
6200,01/01/2017
7000,01/01/2017
2300,01/01/2017
3100,01/01/2017
3300,01/01/2017
3400,01/01/2017
3500,01/01/2017
3600,01/01/2017
4000,01/01/2017
4100,01/01/2017
4200,01/01/2017
2500,01/01/2017
2000,01/01/2017
4600,01/01/2017
5000,01/01/2017
8200,01/01/2017
3400,01/01/2017
4000,01/01/2017
4300,01/01/2017
2700,01/01/2017
3500,01/01/2017
4600,01/01/2017
1700,01/01/2017
7100,01/01/2017
7300,01/01/2017
7900,01/01/2017
8500,01/01/2017
3500,01/01/2017
3900,01/01/2017
2300,01/01/2017
2500,01/01/2017
3700,01/01/2017
4900,01/01/2017
6600,01/01/2017
6800,01/01/2017
2500,01/01/2017
3200,01/01/2017
5500,01/01/2017
3100,01/01/2017
3400,01/01/2017
3700,01/01/2017
4200,01/01/2017
3700,01/01/2017
7800,01/01/2017
8000,01/01/2017
5200,01/01/2017
7100,01/01/2017
7100,01/01/2017
2900,01/01/2017
3200,01/01/2017
3700,01/01/2017
4200,01/01/2017
5200,01/01/2017
5500,01/01/2017
5600,01/01/2017
5800,01/01/2017
6200,01/01/2017
6300,01/01/2017
6700,01/01/2017
3700,01/01/2017
4400,01/01/2017
5100,01/01/2017
3300,01/01/2017
3400,01/01/2017
4300,01/01/2017
4400,01/01/2017
4800,01/01/2017
4900,01/01/2017
4000,01/01/2017
4600,01/01/2017
5200,01/01/2017
6600,01/01/2017
7200,01/01/2017
3100,01/01/2017
3400,01/01/2017
5100,01/01/2017
5200,01/01/2017
6300,01/01/2017
6100,01/01/2017
3300,01/01/2017
4700,01/01/2017
6300,01/01/2017
7100,01/01/2017
2000,01/01/2017
2300,01/01/2017
8500,01/01/2017
2300,01/01/2017
2500,01/01/2017
2900,01/01/2017
3300,01/01/2017
2400,01/01/2017
2700,01/01/2017
3300,01/01/2017
4500,01/01/2017
4700,01/01/2017
5000,01/01/2017
8000,01/01/2017
2200,01/01/2017
3800,01/01/2017
4700,01/01/2017
5200,01/01/2017
5500,01/01/2017
6000,01/01/2017
2200,01/01/2017
4000,01/01/2017
5200,01/01/2017
5700,01/01/2017
5800,01/01/2017
1800,01/01/2017
2100,01/01/2017
3400,01/01/2017
4100,01/01/2017
6200,01/01/2017
3100,01/01/2017
3700,01/01/2017
3900,01/01/2017
4300,01/01/2017
6300,01/01/2017
7300,01/01/2017
4000,01/01/2017
5800,01/01/2017
5800,01/01/2017
8800,01/01/2017
4600,01/01/2017
5400,01/01/2017
6000,01/01/2017
2100,01/01/2017
2200,01/01/2017
2300,01/01/2017
2500,01/01/2017
3200,01/01/2017
3300,01/01/2017
3800,01/01/2017
4600,01/01/2017
5000,01/01/2017
5300,01/01/2017
5700,01/01/2017
2300,01/01/2017
5200,01/01/2017
5500,01/01/2017
6800,01/01/2017
3300,01/01/2017
4200,01/01/2017
5200,01/01/2017
6600,01/01/2017
2200,01/01/2017
2900,01/01/2017
2200,01/01/2017
3500,01/01/2017
3700,01/01/2017
4000,01/01/2017
4100,01/01/2017
4000,01/01/2017
5100,01/01/2017
2100,01/01/2017
2300,01/01/2017
2500,01/01/2017
2300,01/01/2017
5500,01/01/2017
4200,01/01/2017
3100,01/01/2017
2000,01/01/2017
2300,01/01/2017
2600,01/01/2017
2800,01/01/2017
3200,01/01/2017
5300,01/01/2017
8300,01/01/2017
2200,01/01/2017
2700,01/01/2017
3000,01/01/2017
5000,01/01/2017
1800,01/01/2017
2900,01/01/2017
3800,01/01/2017
3900,01/01/2017
4100,01/01/2017
4200,01/01/2017
1500,01/01/2017
2300,01/01/2017
2500,01/01/2017
2700,01/01/2017
3200,01/01/2017
3400,01/01/2017
4400,01/01/2017
4600,01/01/2017
5600,01/01/2017
2300,01/01/2017
2600,01/01/2017
2700,01/01/2017
2200,01/01/2017
2400,01/01/2017
2700,01/01/2017
2200,01/01/2017
2300,01/01/2017
2400,01/01/2017
2600,01/01/2017
2700,01/01/2017
2800,01/01/2017
5200,01/01/2017
5400,01/01/2017
5900,01/01/2017
6600,01/01/2017
6900,01/01/2017
2900,01/01/2017
3500,01/01/2017
3700,01/01/2017
3800,01/01/2017
3900,01/01/2017
4000,01/01/2017
4100,01/01/2017
4800,01/01/2017
5700,01/01/2017
2300,01/01/2017
3300,01/01/2017
6300,01/01/2017
2300,01/01/2017
3400,01/01/2017
3900,01/01/2017
2800,01/01/2017
3400,01/01/2017
3700,01/01/2017
2000,01/01/2017
2300,01/01/2017
